station,valid,tmpf,dwpf,sped,p01m
ORD,2019/10/19 12:51,45,39,5.75,0
ORD,2019/10/19 13:51,49,40,10.35,0
ORD,2019/10/19 14:51,56,42,13.8,0
ORD,2019/10/19 15:51,58,41,12.65,0
ORD,2019/10/19 16:51,61,43,10.35,0
ORD,2019/10/19 17:51,63,44,11.5,0
ORD,2019/10/19 18:51,65,43,12.65,0
ORD,2019/10/19 19:51,67,44,13.8,0
ORD,2019/10/19 20:51,68,41,12.65,0
ORD,2019/10/19 21:51,66,40,9.2,0
ORD,2019/10/19 22:51,64,41,5.75,0
ORD,2019/10/19 23:51,63,42,5.75,0
ORD,2019/10/20 0:51,62,44,3.45,0
ORD,2019/10/20 1:51,60,46,3.45,0
ORD,2019/10/20 2:51,60,46,5.75,0
ORD,2019/10/20 3:51,58,49,6.9,T
ORD,2019/10/20 4:51,57,50,3.45,T
ORD,2019/10/20 5:51,56,50,4.6,0
ORD,2019/10/20 6:51,56,49,4.6,0
ORD,2019/10/20 7:51,55,49,0,0
ORD,2019/10/20 8:51,54,49,6.9,0
ORD,2019/10/20 9:19,54,49,9.2,0
ORD,2019/10/20 9:51,53,49,9.2,0
ORD,2019/10/20 10:51,50,47,5.75,0
ORD,2019/10/20 11:51,49,47,4.6,0
ORD,2019/10/20 12:51,49,47,6.9,0
ORD,2019/10/20 13:46,48.2,46.4,9.2,0
ORD,2019/10/20 13:51,49,46,9.2,0
ORD,2019/10/20 14:51,53,48,5.75,0
ORD,2019/10/20 15:51,56,48,4.6,0
ORD,2019/10/20 16:51,58,49,4.6,0
ORD,2019/10/20 17:51,62,48,5.75,0
ORD,2019/10/20 18:51,61,49,8.05,0
ORD,2019/10/20 19:51,63,48,8.05,0
ORD,2019/10/20 20:51,60,48,9.2,0
ORD,2019/10/20 21:51,57,47,10.35,0
ORD,2019/10/20 22:51,52,47,8.05,0
ORD,2019/10/20 23:47,50,46.4,9.2,0
ORD,2019/10/20 23:51,50,47,10.35,0
ORD,2019/10/21 0:51,49,47,9.2,0
ORD,2019/10/21 1:51,49,47,9.2,0
ORD,2019/10/21 2:51,49,48,10.35,0
ORD,2019/10/21 3:51,49,49,8.05,0
ORD,2019/10/21 4:51,50,50,8.05,0
ORD,2019/10/21 5:51,50,50,9.2,0
ORD,2019/10/21 6:21,51,50,9.2,0
ORD,2019/10/21 6:51,51,51,6.9,0
ORD,2019/10/21 6:59,51,51,8.05,0
ORD,2019/10/21 7:12,51,51,9.2,0
ORD,2019/10/21 7:41,51,51,6.9,0
ORD,2019/10/21 7:51,52,51,6.9,0
ORD,2019/10/21 8:11,51,51,6.9,0
ORD,2019/10/21 8:51,52,51,5.75,0
ORD,2019/10/21 9:51,52,51,6.9,0
ORD,2019/10/21 10:51,54,50,5.75,0
ORD,2019/10/21 11:51,58,50,11.5,0
ORD,2019/10/21 12:51,59,51,16.1,0
ORD,2019/10/21 13:51,59,53,14.95,1.02
ORD,2019/10/21 14:51,60,55,14.95,0.25
ORD,2019/10/21 15:03,60,55,20.7,0
ORD,2019/10/21 15:51,63,57,23,0
ORD,2019/10/21 16:51,61,56,20.7,0
ORD,2019/10/21 17:51,62,57,20.7,T
ORD,2019/10/21 18:51,63,58,17.25,T
ORD,2019/10/21 19:24,66,57,17.25,0
ORD,2019/10/21 19:51,67,56,23,0
ORD,2019/10/21 20:51,67,54,19.55,0
ORD,2019/10/21 21:51,65,41,26.45,0
ORD,2019/10/21 22:51,61,40,20.7,0
ORD,2019/10/21 23:51,59,40,16.1,0
ORD,2019/10/22 0:51,55,37,21.85,0
ORD,2019/10/22 1:51,54,36,17.25,0
ORD,2019/10/22 2:51,53,38,13.8,0
ORD,2019/10/22 3:51,52,38,12.65,0
ORD,2019/10/22 4:51,52,39,16.1,0
ORD,2019/10/22 5:51,51,39,16.1,0
ORD,2019/10/22 6:51,51,39,18.4,0
ORD,2019/10/22 7:51,51,39,21.85,0
ORD,2019/10/22 8:51,50,40,19.55,0
ORD,2019/10/22 9:51,49,42,13.8,T
ORD,2019/10/22 10:51,49,40,19.55,T
ORD,2019/10/22 11:51,48,41,18.4,T
ORD,2019/10/22 12:51,48,41,21.85,T
ORD,2019/10/22 13:51,47,41,19.55,0.25
ORD,2019/10/22 14:00,47,41,24.15,0
ORD,2019/10/22 14:51,47,41,24.15,T
ORD,2019/10/22 15:51,47,41,18.4,T
ORD,2019/10/22 16:51,47,40,14.95,T
ORD,2019/10/22 17:51,47,38,25.3,T
ORD,2019/10/22 18:51,47,37,18.4,0
ORD,2019/10/22 19:06,48,37,23,0
ORD,2019/10/22 19:28,48,37,12.65,0
ORD,2019/10/22 19:51,48,37,17.25,0
ORD,2019/10/22 20:51,49,36,12.65,0
ORD,2019/10/22 21:51,50,36,16.1,0
ORD,2019/10/22 22:51,49,36,16.1,0
ORD,2019/10/22 23:51,49,36,11.5,0
ORD,2019/10/23 0:51,50,36,14.95,0
ORD,2019/10/23 1:51,50,34,16.1,0
ORD,2019/10/23 2:51,49,32,19.55,0
ORD,2019/10/23 3:51,47,30,11.5,0
ORD,2019/10/23 4:51,46,30,11.5,0
ORD,2019/10/23 5:51,44,30.9,13.8,0
ORD,2019/10/23 6:51,44,30.9,11.5,0
ORD,2019/10/23 7:51,42,30.9,9.2,0
ORD,2019/10/23 8:51,42,30,11.5,0
ORD,2019/10/23 9:51,41,30.9,9.2,0
ORD,2019/10/23 10:51,41,30.9,11.5,0
ORD,2019/10/23 11:51,40,30.9,9.2,0
ORD,2019/10/23 12:51,39,32,10.35,0
ORD,2019/10/23 13:51,42,33,10.35,0
ORD,2019/10/23 14:51,48,33,9.2,0
ORD,2019/10/23 15:51,49,34,8.05,0
ORD,2019/10/23 16:51,49,35,8.05,0
ORD,2019/10/23 17:51,49,35,4.6,0
ORD,2019/10/23 18:51,53,39,6.9,0
ORD,2019/10/23 19:51,56,38,8.05,0
ORD,2019/10/23 20:51,58,39,11.5,0
ORD,2019/10/23 21:51,57,39,5.75,0
ORD,2019/10/23 22:51,56,37,5.75,0
ORD,2019/10/23 23:51,56,38,3.45,0
ORD,2019/10/24 0:51,54,40,0,0
ORD,2019/10/24 1:51,52,43,5.75,T
ORD,2019/10/24 2:51,50,45,8.05,0.25
ORD,2019/10/24 3:51,49,46,17.25,0.25
ORD,2019/10/24 4:51,47,45,11.5,T
ORD,2019/10/24 5:31,47,44,12.65,0
ORD,2019/10/24 5:51,46,43,12.65,0
ORD,2019/10/24 6:51,44,42,9.2,0
ORD,2019/10/24 7:26,43,41,0,0
ORD,2019/10/24 7:51,43,40,8.05,0
ORD,2019/10/24 8:09,43,39,8.05,0
ORD,2019/10/24 8:47,42.8,39.2,8.05,0
ORD,2019/10/24 8:51,43,39,6.9,0
ORD,2019/10/24 9:51,42,39,9.2,0
ORD,2019/10/24 10:51,43,39,9.2,0
ORD,2019/10/24 11:51,43,39,9.2,0
ORD,2019/10/24 12:51,42,38,8.05,0
ORD,2019/10/24 13:51,44,38,6.9,0
ORD,2019/10/24 14:51,46,39,6.9,0
ORD,2019/10/24 15:51,47,37,6.9,0
ORD,2019/10/24 16:51,48,36,4.6,0
ORD,2019/10/24 17:51,49,35,3.45,0
ORD,2019/10/24 18:51,49,35,3.45,0
ORD,2019/10/24 19:51,49,34,4.6,0
ORD,2019/10/24 20:51,49,35,5.75,0
ORD,2019/10/24 21:51,49,36,6.9,0
ORD,2019/10/24 22:51,47,35,5.75,0
ORD,2019/10/24 23:51,46,35,4.6,0
ORD,2019/10/25 0:51,46,36,5.75,0
ORD,2019/10/25 1:51,46,36,0,0
ORD,2019/10/25 2:51,45,36,4.6,0
ORD,2019/10/25 3:51,44,36,6.9,0
ORD,2019/10/25 4:51,44,35,6.9,0
ORD,2019/10/25 5:51,43,35,5.75,0
ORD,2019/10/25 6:51,43,36,5.75,0
ORD,2019/10/25 7:51,43,36,3.45,0
ORD,2019/10/25 8:51,43,36,0,0
ORD,2019/10/25 9:51,43,35,0,0
ORD,2019/10/25 10:51,43,34,3.45,0
ORD,2019/10/25 11:51,43,35,4.6,0
ORD,2019/10/25 12:51,42,36,6.9,0
ORD,2019/10/25 13:51,43,36,4.6,0
ORD,2019/10/25 14:51,43,35,4.6,0
ORD,2019/10/25 15:51,44,34,4.6,0
ORD,2019/10/25 16:51,46,34,4.6,0
ORD,2019/10/25 17:51,47,33,5.75,0
ORD,2019/10/25 18:51,47,32,5.75,0
ORD,2019/10/25 19:51,47,30.9,5.75,0
ORD,2019/10/25 20:51,47,28.9,5.75,0
ORD,2019/10/25 21:51,46,30,3.45,0
ORD,2019/10/25 22:51,45,28,4.6,0
ORD,2019/10/25 23:51,43,30,5.75,0
ORD,2019/10/26 0:51,42,30.9,5.75,0
ORD,2019/10/26 1:51,41,30.9,0,0
ORD,2019/10/26 2:51,40,30.9,3.45,0
ORD,2019/10/26 3:51,38,30.9,0,0
ORD,2019/10/26 4:51,37,32,0,0
ORD,2019/10/26 5:51,38,33,3.45,0
ORD,2019/10/26 6:51,37,33,3.45,0
ORD,2019/10/26 7:51,36,34,0,0
ORD,2019/10/26 8:51,37,35,0,0
ORD,2019/10/26 9:51,37,35,0,0
ORD,2019/10/26 10:51,37,34,4.6,0
ORD,2019/10/26 11:51,37,35,0,0
ORD,2019/10/26 12:51,41,38,8.05,0
ORD,2019/10/26 13:51,44,39,6.9,0
ORD,2019/10/26 14:51,46,40,13.8,0
ORD,2019/10/26 15:51,47,39,16.1,0
ORD,2019/10/26 16:51,47,39,11.5,0
ORD,2019/10/26 17:51,47,41,11.5,T
ORD,2019/10/26 18:51,46,43,8.05,1.02
ORD,2019/10/26 19:18,46,43,12.65,0.76
ORD,2019/10/26 19:41,46,44,12.65,1.78
ORD,2019/10/26 19:51,46,44,10.35,2.29
ORD,2019/10/26 20:51,47,46,14.95,3.05
ORD,2019/10/26 21:51,47,46,17.25,2.03
ORD,2019/10/26 22:51,47,46,19.55,7.11
ORD,2019/10/26 23:51,48,46,23,10.41
ORD,2019/10/27 0:41,47,46,25.3,9.14
ORD,2019/10/27 0:51,47,46,25.3,10.16
ORD,2019/10/27 1:07,48,46,24.15,2.03
ORD,2019/10/27 1:21,48,46,24.15,3.05
ORD,2019/10/27 1:51,47,46,24.15,7.11
ORD,2019/10/27 2:51,47,47,23,6.86
ORD,2019/10/27 3:51,47,46,21.85,3.3
ORD,2019/10/27 4:48,46.4,44.6,18.4,0.51
ORD,2019/10/27 4:51,46,45,18.4,0.51
ORD,2019/10/27 5:51,45,44,20.7,1.27
ORD,2019/10/27 6:44,45,44,13.8,1.02
ORD,2019/10/27 6:51,45,44,18.4,1.02
ORD,2019/10/27 7:51,46,44,14.95,0.25
ORD,2019/10/27 8:51,46,44,18.4,0
ORD,2019/10/27 9:51,46,44,16.1,0
ORD,2019/10/27 10:51,46,44,11.5,0
ORD,2019/10/27 11:51,44,43,10.35,0
ORD,2019/10/27 12:46,42.8,41,12.65,0
ORD,2019/10/27 12:51,42,40,14.95,0
ORD,2019/10/27 13:51,42,39,9.2,0
ORD,2019/10/27 14:51,45,38,9.2,0
ORD,2019/10/27 15:51,49,37,10.35,0
ORD,2019/10/27 16:51,50,36,5.75,0
ORD,2019/10/27 17:51,54,35,9.2,0
ORD,2019/10/27 18:51,56,36,8.05,0
ORD,2019/10/27 19:51,57,38,10.35,0
ORD,2019/10/27 20:51,58,39,9.2,0
ORD,2019/10/27 21:51,57,41,10.35,0
ORD,2019/10/27 22:51,55,42,6.9,0
ORD,2019/10/27 23:51,52,42,4.6,0
ORD,2019/10/28 0:51,51,43,4.6,0
ORD,2019/10/28 1:51,50,44,4.6,0
ORD,2019/10/28 2:51,49,44,5.75,0
ORD,2019/10/28 3:51,50,46,5.75,0
ORD,2019/10/28 4:51,50,46,8.05,0
ORD,2019/10/28 5:51,48,45,6.9,0
ORD,2019/10/28 6:51,47,43,8.05,0
ORD,2019/10/28 7:51,45,41,0,0
ORD,2019/10/28 8:51,43,41,3.45,0
ORD,2019/10/28 9:51,42,40,0,0
ORD,2019/10/28 10:51,41,39,3.45,0
ORD,2019/10/28 11:51,41,39,3.45,0
ORD,2019/10/28 12:51,42,40,3.45,0
ORD,2019/10/28 13:51,43,40,4.6,0
ORD,2019/10/28 14:51,47,40,4.6,0
ORD,2019/10/28 15:51,48,40,3.45,0
ORD,2019/10/28 16:51,49,39,3.45,0
ORD,2019/10/28 17:51,49,39,3.45,0
ORD,2019/10/28 18:51,49,40,3.45,0
ORD,2019/10/28 19:51,49,40,0,0
ORD,2019/10/28 20:51,49,40,3.45,0
ORD,2019/10/28 21:51,48,39,5.75,0
ORD,2019/10/28 22:41,48,40,4.6,0
ORD,2019/10/28 22:51,48,40,3.45,0
ORD,2019/10/28 23:51,47,41,0,0
ORD,2019/10/29 0:40,45,42,3.45,T
ORD,2019/10/29 0:51,45,42,3.45,T
ORD,2019/10/29 1:12,45,43,4.6,T
ORD,2019/10/29 1:32,45,43,4.6,T
ORD,2019/10/29 1:51,45,43,5.75,T
ORD,2019/10/29 2:51,45,42,9.2,T
ORD,2019/10/29 3:41,45,42,9.2,0
ORD,2019/10/29 3:51,45,42,5.75,0
ORD,2019/10/29 4:51,46,42,4.6,0
ORD,2019/10/29 5:32,46,42,4.6,0
ORD,2019/10/29 5:51,45,42,6.9,0
ORD,2019/10/29 6:51,44,41,12.65,T
ORD,2019/10/29 6:58,43,41,11.5,0.25
ORD,2019/10/29 7:17,42,41,10.35,2.03
ORD,2019/10/29 7:29,42,41,13.8,2.79
ORD,2019/10/29 7:48,41,39.2,13.8,3.05
ORD,2019/10/29 7:51,41,39,17.25,3.05
ORD,2019/10/29 8:46,35.6,33.8,13.8,T
ORD,2019/10/29 8:51,35,33,14.95,0.25
ORD,2019/10/29 9:17,35,34,11.5,T
ORD,2019/10/29 9:29,35,34,11.5,0.25
ORD,2019/10/29 9:44,36,35,11.5,0.51
ORD,2019/10/29 9:51,36,35,9.2,0.51
ORD,2019/10/29 10:51,37,36,5.75,T
ORD,2019/10/29 11:31,36,35,11.5,0
ORD,2019/10/29 11:51,36,35,8.05,0
ORD,2019/10/29 12:46,35.6,35.6,8.05,T
ORD,2019/10/29 12:51,36,34,11.5,T
ORD,2019/10/29 13:24,36,34,9.2,T
ORD,2019/10/29 13:51,36,34,11.5,T
ORD,2019/10/29 14:37,36,32,10.35,0
ORD,2019/10/29 14:51,36,33,8.05,0
ORD,2019/10/29 15:51,37,34,8.05,0
ORD,2019/10/29 16:31,38,34,5.75,0
ORD,2019/10/29 16:51,38,33,5.75,0
ORD,2019/10/29 17:21,39,34,3.45,0
ORD,2019/10/29 17:51,40,34,5.75,0
ORD,2019/10/29 18:51,40,33,9.2,0
ORD,2019/10/29 19:51,41,32,11.5,0
ORD,2019/10/29 20:14,40,30.9,10.35,0
ORD,2019/10/29 20:51,40,30,10.35,0
ORD,2019/10/29 21:51,39,28.9,4.6,0
ORD,2019/10/29 22:51,37,28,3.45,0
ORD,2019/10/29 23:51,38,28,0,0
ORD,2019/10/30 0:51,36,27,3.45,0
ORD,2019/10/30 1:51,36,28.9,6.9,0
ORD,2019/10/30 2:51,36,28.9,6.9,0
ORD,2019/10/30 3:28,36,28.9,8.05,0
ORD,2019/10/30 3:51,36,28.9,5.75,0
ORD,2019/10/30 4:14,36,28.9,6.9,0
ORD,2019/10/30 4:51,37,28,10.35,0
ORD,2019/10/30 5:51,37,28,9.2,0
ORD,2019/10/30 6:51,36,28.9,5.75,T
ORD,2019/10/30 6:59,36,30,5.75,T
ORD,2019/10/30 7:08,35,30,5.75,0.25
ORD,2019/10/30 7:51,34,30,4.6,0.51
ORD,2019/10/30 8:24,34,30.9,3.45,0.51
ORD,2019/10/30 8:51,33,30.9,5.75,0.76
ORD,2019/10/30 8:59,33,30.9,5.75,0.25
ORD,2019/10/30 9:09,33,30.9,5.75,0.25
ORD,2019/10/30 9:44,33,30.9,8.05,1.02
ORD,2019/10/30 9:51,32,30.9,8.05,1.27
ORD,2019/10/30 10:09,32,30.9,8.05,0.51
ORD,2019/10/30 10:51,32,32,6.9,2.03
ORD,2019/10/30 11:23,32,32,6.9,1.27
ORD,2019/10/30 11:51,32,32,4.6,2.29
ORD,2019/10/30 12:01,32,32,0,0.25
ORD,2019/10/30 12:13,33,32,3.45,0.25
ORD,2019/10/30 12:44,33,32,3.45,1.27
ORD,2019/10/30 12:51,33,32,4.6,1.52
ORD,2019/10/30 13:02,33,33,3.45,0.25
ORD,2019/10/30 13:16,34,33,3.45,0.51
ORD,2019/10/30 13:29,34,33,4.6,0.51
ORD,2019/10/30 13:51,35,34,9.2,0.76
ORD,2019/10/30 14:09,36,34,11.5,T
ORD,2019/10/30 14:51,36,34,10.35,0.76
ORD,2019/10/30 15:51,37,35,11.5,1.27
ORD,2019/10/30 16:51,38,36,10.35,0.51
ORD,2019/10/30 17:51,40,37,13.8,T
ORD,2019/10/30 18:51,41,37,16.1,0
ORD,2019/10/30 19:14,40,37,17.25,T
ORD,2019/10/30 19:51,40,38,17.25,0.25
ORD,2019/10/30 20:51,40,38,17.25,T
ORD,2019/10/30 21:06,40,38,17.25,0.25
ORD,2019/10/30 21:51,40,38,16.1,0.25
ORD,2019/10/30 22:51,40,38,16.1,T
ORD,2019/10/30 23:12,40,38,17.25,T
ORD,2019/10/30 23:34,40,38,18.4,T
ORD,2019/10/30 23:51,39,38,17.25,T
ORD,2019/10/31 0:51,39,38,13.8,T
ORD,2019/10/31 1:51,39,38,18.4,0.25
ORD,2019/10/31 2:51,38,37,14.95,0.25
ORD,2019/10/31 2:57,38,37,11.5,T
ORD,2019/10/31 3:51,37,35,17.25,0.51
ORD,2019/10/31 4:51,35,33,18.4,1.02
ORD,2019/10/31 5:14,34,33,19.55,0.51
ORD,2019/10/31 5:51,34,32,14.95,1.52
ORD,2019/10/31 6:51,33,32,14.95,1.02
ORD,2019/10/31 7:51,33,30.9,17.25,0.51
ORD,2019/10/31 8:51,33,30.9,17.25,T
ORD,2019/10/31 9:08,33,30.9,13.8,0.25
ORD,2019/10/31 9:42,32,30.9,16.1,0.76
ORD,2019/10/31 9:51,32,30.9,17.25,1.02
ORD,2019/10/31 10:51,32,30.9,17.25,0.25
ORD,2019/10/31 11:22,32,30.9,17.25,T
ORD,2019/10/31 11:51,32,30.9,17.25,T
ORD,2019/10/31 12:13,32,30,17.25,0.25
ORD,2019/10/31 12:51,32,30,16.1,0.25
ORD,2019/10/31 13:51,32,30,19.55,T
ORD,2019/10/31 14:51,32,30,13.8,0.25
ORD,2019/10/31 15:29,32,30,12.65,T
ORD,2019/10/31 15:51,32,30,17.25,T
ORD,2019/10/31 16:16,32,30,16.1,0.25
ORD,2019/10/31 16:51,32,30,14.95,0.76
ORD,2019/10/31 17:46,30.2,30.2,16.1,0.51
ORD,2019/10/31 17:51,30.9,30,20.7,0.51
ORD,2019/10/31 18:51,30.9,30,18.4,0.51
ORD,2019/10/31 19:26,30.9,30,18.4,0.25
ORD,2019/10/31 19:51,30.9,30,19.55,0.25
ORD,2019/10/31 20:24,30.9,28.9,19.55,0.25
ORD,2019/10/31 20:31,30.9,28.9,20.7,0.25
ORD,2019/10/31 20:47,32,28.4,18.4,0.25
ORD,2019/10/31 20:51,32,28.9,19.55,0.25
ORD,2019/10/31 20:58,32,28.9,23,T
ORD,2019/10/31 21:06,32,28.9,20.7,T
ORD,2019/10/31 21:20,32,28,18.4,T
ORD,2019/10/31 21:26,32,28,17.25,T
ORD,2019/10/31 21:51,32,28,17.25,T
ORD,2019/10/31 22:51,30.9,27,13.8,T
ORD,2019/10/31 23:14,30.9,27,14.95,0
ORD,2019/10/31 23:51,30,26.1,10.35,0
ORD,2019/11/1 0:51,30,25,9.2,0
ORD,2019/11/1 1:51,28.9,24.1,10.35,0
ORD,2019/11/1 2:51,28,21.9,10.35,0
ORD,2019/11/1 3:51,27,21.9,8.05,0
ORD,2019/11/1 4:51,26.1,21,9.2,0
ORD,2019/11/1 5:51,25,19.9,8.05,0
ORD,2019/11/1 6:51,24.1,21,6.9,0
ORD,2019/11/1 7:51,24.1,19.9,6.9,0
ORD,2019/11/1 8:51,23,21,5.75,0
ORD,2019/11/1 9:51,23,19.9,5.75,0
ORD,2019/11/1 10:51,24.1,21,8.05,0
ORD,2019/11/1 11:51,24.1,21,5.75,0
ORD,2019/11/1 12:51,24.1,21.9,5.75,0
ORD,2019/11/1 13:51,27,23,9.2,0
ORD,2019/11/1 14:51,30.9,25,8.05,0
ORD,2019/11/1 15:51,33,25,8.05,0
ORD,2019/11/1 16:51,36,26.1,10.35,0
ORD,2019/11/1 17:51,40,26.1,13.8,0
ORD,2019/11/1 18:51,42,26.1,12.65,0
ORD,2019/11/1 19:51,43,26.1,14.95,0
ORD,2019/11/1 20:51,43,26.1,14.95,0
ORD,2019/11/1 21:51,43,28,16.1,0
ORD,2019/11/1 22:51,42,30,10.35,0
ORD,2019/11/1 23:51,42,30.9,8.05,0
ORD,2019/11/2 0:51,41,30,8.05,0
ORD,2019/11/2 1:51,37,32,13.8,T
ORD,2019/11/2 2:51,36,33,10.35,0.25
ORD,2019/11/2 3:51,36,33,10.35,T
ORD,2019/11/2 4:51,36,33,11.5,0
ORD,2019/11/2 5:51,36,33,8.05,0
ORD,2019/11/2 6:33,35,33,6.9,0
ORD,2019/11/2 6:51,36,34,8.05,0
ORD,2019/11/2 7:13,36,34,6.9,0
ORD,2019/11/2 7:51,36,33,9.2,0
ORD,2019/11/2 8:51,35,33,9.2,0
ORD,2019/11/2 9:51,35,33,5.75,0
ORD,2019/11/2 10:51,36,33,9.2,0
ORD,2019/11/2 11:51,36,34,10.35,0
ORD,2019/11/2 12:23,36,35,6.9,0
ORD,2019/11/2 12:51,37,35,6.9,0
ORD,2019/11/2 13:11,37,35,5.75,0
ORD,2019/11/2 13:41,38,35,10.35,0
ORD,2019/11/2 13:51,38,36,11.5,0
ORD,2019/11/2 14:17,39,35,13.8,0
ORD,2019/11/2 14:51,39,33,10.35,0
ORD,2019/11/2 15:51,40,30,13.8,0
ORD,2019/11/2 16:42,41,30,14.95,0
ORD,2019/11/2 16:51,42,30.9,12.65,0
ORD,2019/11/2 17:10,41,28.9,16.1,0
ORD,2019/11/2 17:51,41,28.9,12.65,0
ORD,2019/11/2 18:51,41,28.9,11.5,0
ORD,2019/11/2 19:51,40,27,17.25,0
ORD,2019/11/2 20:51,40,27,13.8,0
ORD,2019/11/2 21:51,40,25,16.1,0
ORD,2019/11/2 22:51,39,26.1,10.35,0
ORD,2019/11/2 23:51,39,27,12.65,0
ORD,2019/11/3 0:51,39,27,12.65,0
ORD,2019/11/3 1:51,38,27,11.5,0
ORD,2019/11/3 2:51,37,25,9.2,0
ORD,2019/11/3 3:51,35,26.1,8.05,0
ORD,2019/11/3 4:51,33,26.1,5.75,0
ORD,2019/11/3 5:51,32,26.1,5.75,0
ORD,2019/11/3 6:51,30.9,26.1,5.75,0
ORD,2019/11/3 7:51,30,26.1,4.6,0
ORD,2019/11/3 8:51,30.9,26.1,4.6,0
ORD,2019/11/3 9:51,30.9,27,3.45,0
ORD,2019/11/3 10:51,32,27,3.45,0
ORD,2019/11/3 11:51,32,28,0,0
ORD,2019/11/3 12:51,33,28.9,3.45,0
ORD,2019/11/3 13:51,35,30,5.75,0
ORD,2019/11/3 14:51,37,30,8.05,0
ORD,2019/11/3 15:51,40,30,9.2,0
ORD,2019/11/3 16:51,44,30.9,6.9,0
ORD,2019/11/3 17:51,48,30,16.1,0
ORD,2019/11/3 18:51,50,30,12.65,0
ORD,2019/11/3 19:51,51,30.9,14.95,0
ORD,2019/11/3 20:51,52,32,13.8,0
ORD,2019/11/3 21:51,52,30.9,14.95,0
ORD,2019/11/3 22:51,50,32,10.35,0
ORD,2019/11/3 23:51,49,33,6.9,0
ORD,2019/11/4 0:51,49,33,4.6,0
ORD,2019/11/4 1:51,48,34,5.75,0
ORD,2019/11/4 2:51,48,34,6.9,T
ORD,2019/11/4 3:51,47,37,8.05,T
ORD,2019/11/4 4:51,47,38,6.9,T
ORD,2019/11/4 5:51,48,34,11.5,T
ORD,2019/11/4 6:51,47,33,10.35,0
ORD,2019/11/4 7:51,47,33,11.5,0
ORD,2019/11/4 8:51,47,33,14.95,0
ORD,2019/11/4 9:51,48,33,12.65,0
ORD,2019/11/4 10:51,47,33,13.8,0
ORD,2019/11/4 11:51,45,33,10.35,0
ORD,2019/11/4 12:51,44,33,6.9,0
ORD,2019/11/4 13:51,45,34,10.35,0
ORD,2019/11/4 14:51,45,35,9.2,0
ORD,2019/11/4 15:51,48,37,6.9,0
ORD,2019/11/4 16:51,49,38,11.5,0
ORD,2019/11/4 17:51,50,38,12.65,0
ORD,2019/11/4 18:51,50,37,13.8,0
ORD,2019/11/4 19:51,50,36,12.65,0
ORD,2019/11/4 20:51,50,35,13.8,0
ORD,2019/11/4 21:51,49,34,13.8,0
ORD,2019/11/4 22:51,47,34,8.05,0
ORD,2019/11/4 23:51,46,35,11.5,0
ORD,2019/11/5 0:51,45,30.9,10.35,0
ORD,2019/11/5 1:51,43,28.9,11.5,0
ORD,2019/11/5 2:51,42,28.9,6.9,0
ORD,2019/11/5 3:51,40,28.9,5.75,0
ORD,2019/11/5 4:51,39,28.9,8.05,0
ORD,2019/11/5 5:51,38,28,9.2,0
ORD,2019/11/5 6:51,36,28,9.2,0
ORD,2019/11/5 7:51,35,28,6.9,0
ORD,2019/11/5 8:51,34,28,5.75,0
ORD,2019/11/5 9:51,33,28,5.75,0
ORD,2019/11/5 10:51,32,27,5.75,0
ORD,2019/11/5 11:51,32,27,6.9,0
ORD,2019/11/5 12:51,32,27,6.9,0
ORD,2019/11/5 13:51,34,27,9.2,0
ORD,2019/11/5 14:51,37,27,8.05,0
ORD,2019/11/5 15:51,38,27,13.8,0
ORD,2019/11/5 16:51,39,25,14.95,0
ORD,2019/11/5 17:51,38,17.1,14.95,0
ORD,2019/11/5 18:51,39,18,12.65,0
ORD,2019/11/5 19:51,40,16,12.65,0
ORD,2019/11/5 20:51,39,16,10.35,0
ORD,2019/11/5 21:51,38,16,9.2,0
ORD,2019/11/5 22:51,36,15.1,10.35,0
ORD,2019/11/5 23:51,35,17.1,4.6,0
ORD,2019/11/6 0:51,34,18,4.6,0
ORD,2019/11/6 1:51,33,18,4.6,0
ORD,2019/11/6 2:51,32,19,0,0
ORD,2019/11/6 3:51,30,19.9,0,0
ORD,2019/11/6 4:51,30.9,21,4.6,0
ORD,2019/11/6 5:51,32,21,0,0
ORD,2019/11/6 6:51,33,21,0,0
ORD,2019/11/6 7:51,34,21,4.6,0
ORD,2019/11/6 8:51,34,21,0,0
ORD,2019/11/6 9:51,34,21,4.6,0
ORD,2019/11/6 10:51,34,21.9,3.45,T
ORD,2019/11/6 11:51,35,23,11.5,T
ORD,2019/11/6 12:51,36,25,8.05,T
ORD,2019/11/6 13:51,37,26.1,9.2,0
ORD,2019/11/6 14:51,39,27,9.2,0
ORD,2019/11/6 15:51,42,28.9,13.8,0
ORD,2019/11/6 16:51,46,30.9,12.65,0
ORD,2019/11/6 17:51,51,30.9,16.1,0
ORD,2019/11/6 18:51,54,30.9,17.25,0
ORD,2019/11/6 19:51,55,32,12.65,0
ORD,2019/11/6 20:51,54,35,3.45,0
ORD,2019/11/6 21:51,43,33,18.4,0
ORD,2019/11/6 22:51,39,30.9,17.25,0
ORD,2019/11/6 23:51,37,30.9,17.25,0
ORD,2019/11/7 0:41,36,28.9,14.95,0
ORD,2019/11/7 0:51,35,28.9,16.1,0
ORD,2019/11/7 1:51,33,28,13.8,T
ORD,2019/11/7 2:28,32,28.9,14.95,T
ORD,2019/11/7 2:51,32,28.9,14.95,T
ORD,2019/11/7 2:57,32,28.9,17.25,T
ORD,2019/11/7 3:19,30.9,30,13.8,T
